id,carat,cut,color,clarity,depth,table,x,y,z,cut_encoded,color_encoded,clarity_encoded
10964,0.31,Ideal,J,SI2,62.2,54.0,4.35,4.37,2.71,4,0,0
10965,0.3,Ideal,E,VVS2,62.1,54.0,4.32,4.35,2.69,4,6,5
10966,0.57,Very Good,F,SI2,60.1,56.0,5.4,5.42,3.25,3,4,0
10967,0.59,Ideal,E,SI1,62.4,55.0,5.34,5.39,3.35,4,6,2
10968,1.15,Ideal,G,VS2,62.2,54.0,6.74,6.65,4.17,4,3,3
10969,0.9,Premium,G,SI1,60.6,61.0,6.21,6.16,3.75,1,3,2
10970,1.0,Good,J,VS1,58.1,64.0,6.63,6.51,3.82,2,0,4
10971,0.72,Very Good,I,VVS2,61.7,55.0,5.76,5.81,3.57,3,1,5
10972,1.01,Premium,G,IF,60.0,61.0,6.45,6.41,3.86,1,3,7
10973,0.38,Very Good,I,VS1,62.0,55.0,4.65,4.67,2.89,3,1,4
10974,0.41,Premium,F,VS2,62.6,58.0,4.81,4.75,2.99,1,4,3
10975,0.33,Ideal,E,SI1,61.9,57.0,4.46,4.43,2.75,4,6,2
10976,0.34,Premium,F,VS2,59.8,59.0,4.55,4.51,2.71,1,4,3
10977,0.63,Very Good,G,VS1,61.5,56.0,5.53,5.49,3.39,3,3,4
10978,1.06,Very Good,J,SI2,62.0,58.0,6.45,6.53,4.04,3,0,0
10979,1.12,Premium,G,VVS1,60.9,57.0,6.72,6.67,4.08,1,3,6
10980,1.2,Ideal,I,SI1,62.2,57.0,6.8,6.77,4.22,4,1,2
10981,1.01,Premium,H,SI1,62.1,60.0,6.43,6.39,3.98,1,2,2
10982,0.28,Very Good,H,VS2,59.7,60.0,4.25,4.29,2.55,3,2,3
10983,0.41,Ideal,F,VS1,60.8,57.0,4.8,4.77,2.91,4,4,4
10984,1.93,Fair,F,VS1,58.9,62.0,8.17,7.97,4.75,0,4,4
10985,0.61,Premium,D,VS1,61.5,58.0,5.46,5.4,3.34,1,5,4
10986,0.85,Fair,H,I1,61.0,61.0,6.2,6.0,3.73,0,2,1
10987,0.59,Ideal,D,SI1,61.3,59.0,5.36,5.4,3.3,4,5,2
10988,2.04,Premium,G,I1,62.4,58.0,8.08,8.17,5.07,1,3,1
10989,0.72,Ideal,F,VVS2,60.9,56.0,5.77,5.83,3.53,4,4,5
10990,1.01,Ideal,E,SI1,61.1,57.0,6.5,6.47,3.96,4,6,2
10991,0.38,Ideal,E,VVS2,62.0,57.0,4.61,4.62,2.86,4,6,5
10992,0.91,Ideal,G,SI2,62.3,56.0,6.18,6.22,3.86,4,3,0
10993,0.33,Ideal,G,SI1,61.6,56.0,4.43,4.46,2.74,4,3,2
10994,0.3,Premium,E,VVS2,61.4,58.0,4.28,4.25,2.62,1,6,5
10995,0.31,Very Good,F,VS2,63.5,55.0,4.32,4.31,2.74,3,4,3
10996,0.43,Ideal,D,VS2,61.8,56.0,4.83,4.81,2.98,4,5,3
10997,0.72,Ideal,E,SI2,60.1,56.0,5.85,5.83,3.51,4,6,0
10998,0.41,Good,E,SI1,63.6,58.0,4.74,4.72,3.01,2,6,2
10999,1.01,Ideal,G,VS2,59.8,61.0,6.51,6.54,3.9,4,3,3
11000,1.0,Very Good,D,VS1,60.0,60.0,6.44,6.49,3.88,3,5,4
11001,1.01,Good,D,VS2,61.8,59.0,6.28,6.35,3.9,2,5,3
11002,0.71,Very Good,H,VS1,62.8,58.0,5.67,5.7,3.57,3,2,4
11003,0.31,Very Good,G,VVS1,62.1,59.0,4.32,4.35,2.69,3,3,6
11004,1.0,Very Good,E,VS2,62.6,60.0,6.35,6.4,3.99,3,6,3
11005,1.01,Very Good,H,SI1,62.1,60.0,6.4,6.44,3.99,3,2,2
11006,0.51,Ideal,G,VS1,59.7,57.0,5.25,5.2,3.12,4,3,4
11007,0.71,Ideal,F,SI2,62.1,54.0,5.72,5.74,3.56,4,4,0
11008,1.5,Premium,H,SI1,61.4,56.0,7.47,7.34,4.55,1,2,2
11009,1.36,Very Good,D,SI1,59.5,61.0,7.21,7.24,4.3,3,5,2
11010,1.51,Good,I,SI1,63.7,61.0,7.11,7.15,4.54,2,1,2
11011,0.71,Premium,G,SI2,59.9,59.0,5.79,5.82,3.48,1,3,0
11012,1.0,Very Good,E,SI2,60.6,60.0,6.33,6.4,3.86,3,6,0
11013,0.51,Ideal,G,VS1,62.2,55.0,5.11,5.14,3.19,4,3,4
11014,0.5,Very Good,E,VS2,63.5,58.0,5.07,5.04,3.21,3,6,3
11015,0.55,Very Good,E,VS1,62.8,56.0,5.2,5.24,3.28,3,6,4
11016,0.95,Ideal,J,VVS2,60.6,57.0,6.4,6.34,3.86,4,0,5
11017,0.9,Good,E,SI2,59.9,61.0,6.16,6.2,3.7,2,6,0
11018,0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,1,3,5
11019,1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2,1,2,0
11020,1.01,Very Good,H,SI1,63.5,57.0,6.31,6.35,4.02,3,2,2
11021,0.32,Ideal,H,VS2,63.0,57.0,4.37,4.33,2.74,4,2,3
11022,1.37,Premium,F,SI2,62.8,57.0,7.12,7.08,4.46,1,4,0
11023,0.32,Ideal,D,VVS2,61.3,55.8,4.43,4.44,2.71,4,5,5
11024,1.21,Premium,J,SI1,59.9,60.0,6.89,6.86,4.12,1,0,2
11025,0.34,Premium,E,VVS1,61.7,58.0,4.48,4.43,2.75,1,6,6
11026,1.12,Premium,G,SI2,60.8,55.0,6.84,6.69,4.11,1,3,0
11027,1.0,Premium,G,VS2,62.9,56.0,6.42,6.27,3.99,1,3,3
11028,0.32,Ideal,F,VVS1,61.8,55.0,4.36,4.41,2.71,4,4,6
11029,0.32,Very Good,H,VS1,63.1,57.0,4.37,4.34,2.75,3,2,4
11030,0.71,Premium,E,SI1,60.5,55.0,5.79,5.74,3.49,1,6,2
11031,1.0,Fair,E,VS1,64.4,55.0,6.33,6.3,4.07,0,6,4
11032,0.3,Ideal,H,VS1,62.2,57.0,4.3,4.28,2.67,4,2,4
11033,0.51,Very Good,G,VS2,62.5,59.0,5.05,5.1,3.17,3,3,3
11034,1.03,Very Good,G,VS1,60.7,58.0,6.5,6.55,3.96,3,3,4
11035,1.02,Ideal,J,VS2,61.1,58.0,6.45,6.49,3.95,4,0,3
11036,1.0,Premium,F,SI2,61.7,57.0,6.42,6.35,3.94,1,4,0
11037,1.01,Very Good,H,SI2,58.9,60.0,6.62,6.58,3.89,3,2,0
11038,1.01,Fair,D,SI2,64.6,56.0,6.31,6.24,4.05,0,5,0
11039,1.0,Fair,J,SI2,56.3,64.0,6.58,6.54,3.69,0,0,0
11040,1.0,Ideal,I,SI1,59.8,57.0,6.5,6.44,3.87,4,1,2
11041,0.38,Ideal,F,VVS1,62.2,57.0,4.64,4.68,2.9,4,4,6
11042,2.21,Very Good,F,SI2,61.0,58.0,8.36,8.43,5.12,3,4,0
11043,0.31,Ideal,F,IF,61.4,56.0,4.38,4.41,2.7,4,4,7
11044,0.3,Very Good,I,SI1,63.3,59.0,4.25,4.22,2.68,3,1,2
11045,1.21,Very Good,I,SI1,62.1,56.0,6.76,6.92,4.25,3,1,2
11046,0.73,Very Good,E,SI1,61.6,59.0,5.77,5.78,3.56,3,6,2
11047,0.7,Ideal,F,VVS1,61.6,56.0,5.86,5.71,3.51,4,4,6
11048,0.7,Premium,E,VS1,58.4,59.0,5.91,5.83,3.43,1,6,4
11049,0.29,Very Good,E,VS1,61.7,58.0,4.23,4.29,2.63,3,6,4
11050,0.7,Ideal,F,SI1,62.6,56.0,5.69,5.66,3.55,4,4,2
11051,2.01,Fair,H,VS2,66.1,53.0,7.82,7.92,5.2,0,2,3
11052,1.83,Ideal,J,VS2,62.0,56.0,7.84,7.9,4.88,4,0,3
11053,0.33,Premium,G,VS1,60.8,59.0,4.45,4.43,2.7,1,3,4
11054,0.57,Very Good,I,SI1,62.5,58.0,5.22,5.27,3.28,3,1,2
11055,1.51,Premium,H,SI2,62.9,58.0,7.31,7.26,4.58,1,2,0
11056,0.52,Very Good,F,SI1,61.3,56.0,5.2,5.24,3.2,3,4,2
11057,1.03,Premium,F,SI1,61.5,57.0,6.53,6.44,3.99,1,4,2
11058,1.23,Premium,H,VS2,62.4,61.0,6.85,6.8,4.26,1,2,3
11059,0.45,Ideal,E,VVS2,61.6,56.0,4.96,4.98,3.06,4,6,5
11060,0.58,Premium,F,SI2,63.0,56.0,5.34,5.26,3.34,1,4,0
11061,1.0,Good,I,SI1,57.6,61.0,6.56,6.52,3.77,2,1,2
11062,1.0,Very Good,I,SI2,62.4,63.0,6.35,6.44,3.99,3,1,0
11063,1.0,Good,F,SI1,63.3,61.0,6.29,6.31,3.99,2,4,2
11064,0.32,Ideal,F,VS1,62.0,54.0,4.44,4.43,2.75,4,4,4
11065,0.73,Ideal,I,SI1,62.0,56.0,5.8,5.75,3.58,4,1,2
11066,1.64,Premium,E,SI1,59.5,58.0,7.64,7.72,4.57,1,6,2
11067,1.01,Premium,F,VS1,61.4,60.0,6.45,6.39,3.94,1,4,4
11068,0.9,Ideal,H,VS2,62.4,56.0,6.15,6.18,3.85,4,2,3
11069,1.17,Ideal,D,SI2,62.7,57.0,6.72,6.7,4.21,4,5,0
11070,0.32,Ideal,H,VS1,61.1,56.0,4.44,4.46,2.72,4,2,4
11071,0.42,Premium,G,VS2,62.0,58.0,4.77,4.81,2.97,1,3,3
11072,1.01,Very Good,H,SI2,63.5,55.0,6.32,6.27,4.0,3,2,0
11073,0.75,Good,E,SI2,62.3,58.0,5.78,5.81,3.61,2,6,0
11074,0.35,Ideal,H,IF,61.7,56.0,4.55,4.53,2.8,4,2,7
11075,1.09,Ideal,G,VS2,62.0,54.0,6.61,6.65,4.11,4,3,3
11076,1.01,Good,E,SI1,64.3,59.0,6.28,6.31,4.05,2,6,2
11077,0.92,Very Good,D,SI1,62.9,56.0,6.18,6.22,3.9,3,5,2
11078,0.41,Premium,G,VVS2,62.2,58.0,4.82,4.76,2.98,1,3,5
11079,0.72,Very Good,J,VS1,62.3,57.0,5.73,5.77,3.58,3,0,4
11080,0.32,Ideal,F,VS2,62.5,56.0,4.36,4.38,2.73,4,4,3
11081,1.69,Good,G,VS1,58.1,58.0,7.8,7.84,4.54,2,3,4
11082,1.53,Premium,G,VS1,60.2,59.0,7.5,7.45,4.5,1,3,4
11083,0.4,Ideal,E,VVS2,61.7,55.0,4.76,4.74,2.93,4,6,5
11084,0.4,Ideal,H,SI1,61.3,57.0,4.77,4.79,2.93,4,2,2
11085,0.91,Very Good,F,SI2,61.6,59.0,6.14,6.24,3.81,3,4,0
11086,0.9,Premium,I,VS2,61.2,62.0,6.19,6.13,3.77,1,1,3
11087,1.2,Ideal,F,VS2,62.3,56.0,6.79,6.82,4.24,4,4,3
11088,1.59,Ideal,H,VS1,61.8,57.0,7.49,7.42,4.61,4,2,4
11089,0.32,Very Good,H,VVS2,60.2,60.0,4.45,4.48,2.69,3,2,5
11090,1.23,Premium,G,VS2,61.1,57.0,6.96,6.91,4.24,1,3,3
11091,0.28,Very Good,E,VVS2,61.4,60.0,4.18,4.22,2.58,3,6,5
11092,0.61,Ideal,F,VVS2,61.5,56.0,5.44,5.49,3.36,4,4,5
11093,0.72,Very Good,I,VVS2,62.7,54.0,5.74,5.8,3.62,3,1,5
11094,1.2,Premium,H,VS1,62.6,59.0,6.78,6.74,4.23,1,2,4
11095,0.61,Ideal,G,IF,62.3,56.0,5.42,5.46,3.39,4,3,7
11096,1.23,Very Good,H,VS2,62.4,58.0,6.8,6.85,4.26,3,2,3
11097,0.4,Premium,D,SI2,62.4,58.0,4.69,4.73,2.94,1,5,0
11098,0.37,Good,E,VS1,62.8,65.0,4.51,4.54,2.84,2,6,4
11099,0.37,Premium,E,SI1,59.3,58.0,4.75,4.73,2.81,1,6,2
11100,1.06,Very Good,E,IF,62.7,58.0,6.48,6.54,4.08,3,6,7
11101,0.9,Premium,E,VS2,62.6,59.0,6.14,6.06,3.82,1,6,3
11102,1.5,Premium,D,SI1,60.5,59.0,7.44,7.39,4.49,1,5,2
11103,0.35,Ideal,E,VS2,61.6,55.0,4.49,4.54,2.78,4,6,3
11104,1.17,Ideal,H,SI2,61.4,56.0,6.83,6.76,4.17,4,2,0
11105,0.5,Premium,D,SI1,62.8,58.0,5.06,5.03,3.17,1,5,2
11106,1.51,Very Good,G,SI1,63.4,58.0,7.19,7.3,4.59,3,3,2
11107,0.42,Ideal,D,VS2,62.2,55.0,4.8,4.75,2.97,4,5,3
11108,0.72,Premium,E,SI1,62.1,58.0,5.73,5.76,3.57,1,6,2
11109,0.34,Very Good,F,SI1,59.4,62.0,4.54,4.59,2.71,3,4,2
11110,0.32,Ideal,F,VVS2,61.3,56.0,4.42,4.45,2.72,4,4,5
11111,1.1,Premium,F,SI1,59.5,59.0,6.77,6.7,4.01,1,4,2
11112,0.9,Premium,E,SI1,59.0,59.0,6.34,6.3,3.73,1,6,2
11113,0.38,Premium,H,VVS1,61.2,60.0,4.7,4.68,2.87,1,2,6
11114,0.7,Premium,F,SI1,62.2,59.0,5.73,5.69,3.55,1,4,2
11115,1.5,Very Good,E,SI2,62.7,59.0,7.22,7.3,4.55,3,6,0
11116,0.41,Fair,G,VVS2,64.7,56.0,4.68,4.72,3.04,0,3,5
11117,0.52,Premium,D,VS2,62.8,58.0,5.14,5.11,3.22,1,5,3
11118,0.31,Ideal,F,IF,61.2,56.0,4.37,4.42,2.69,4,4,7
11119,1.5,Good,J,VS2,59.6,60.0,7.31,7.38,4.38,2,0,3
11120,1.31,Very Good,I,SI2,62.7,58.0,6.88,6.94,4.33,3,1,0
11121,2.0,Good,H,SI1,63.3,59.0,7.96,8.03,5.06,2,2,2
11122,0.52,Ideal,G,VS1,61.7,57.0,5.16,5.18,3.19,4,3,4
11123,0.25,Very Good,D,VVS2,61.3,59.0,4.07,4.12,2.51,3,5,5
11124,1.0,Very Good,H,SI1,62.2,59.0,6.32,6.35,3.94,3,2,2
11125,0.52,Premium,G,VS1,61.2,60.0,5.19,5.13,3.16,1,3,4
11126,0.52,Ideal,F,VVS2,61.5,55.0,5.17,5.21,3.19,4,4,5
11127,0.7,Premium,G,VS1,62.6,60.0,5.58,5.66,3.52,1,3,4
11128,0.7,Ideal,D,VS1,62.5,57.0,5.64,5.68,3.54,4,5,4
11129,0.31,Ideal,F,VS2,61.9,55.0,4.39,4.37,2.71,4,4,3
11130,1.03,Premium,I,VS1,61.6,58.0,6.5,6.42,3.98,1,1,4
11131,0.3,Ideal,I,VVS2,62.0,56.0,4.29,4.32,2.67,4,1,5
11132,1.03,Very Good,G,SI1,59.4,60.0,6.61,6.66,3.94,3,3,2
11133,1.21,Premium,F,VS2,62.2,60.0,6.75,6.72,4.19,1,4,3
11134,1.01,Ideal,F,SI2,60.5,57.0,6.49,6.53,3.94,4,4,0
11135,0.9,Premium,J,SI1,62.8,59.0,6.13,6.03,3.82,1,0,2
11136,1.01,Very Good,E,SI1,60.0,60.0,6.43,6.51,3.88,3,6,2
11137,0.33,Ideal,G,VS1,61.9,56.0,4.44,4.48,2.76,4,3,4
11138,0.71,Fair,G,VVS1,62.8,57.0,5.67,5.57,3.53,0,3,6
11139,1.0,Premium,H,SI2,61.0,57.0,6.51,6.4,3.94,1,2,0
11140,0.81,Ideal,H,SI1,61.4,56.0,6.0,6.05,3.7,4,2,2
11141,0.7,Premium,E,SI2,62.1,57.0,5.68,5.6,3.5,1,6,0
11142,1.93,Ideal,F,SI1,59.5,60.0,8.1,8.13,4.83,4,4,2
11143,0.71,Very Good,G,VS1,63.3,56.0,5.67,5.64,3.58,3,3,4
11144,1.23,Premium,J,VS1,60.1,60.0,6.9,6.95,4.16,1,0,4
11145,0.41,Good,F,SI1,63.9,56.0,4.68,4.74,3.01,2,4,2
11146,2.01,Very Good,G,SI1,63.5,60.0,7.98,7.89,5.04,3,3,2
11147,0.72,Ideal,G,SI2,61.5,55.0,5.79,5.82,3.57,4,3,0
11148,0.4,Premium,G,IF,59.8,58.0,4.85,4.79,2.88,1,3,7
11149,1.03,Very Good,G,VS2,62.2,57.0,6.43,6.46,4.01,3,3,3
11150,1.04,Ideal,H,VS2,61.8,55.0,6.51,6.52,4.03,4,2,3
11151,0.31,Ideal,E,VS1,61.3,54.0,4.37,4.4,2.69,4,6,4
11152,0.8,Ideal,E,SI1,62.0,57.0,5.97,5.94,3.69,4,6,2
11153,0.71,Very Good,J,VS2,62.6,57.0,5.64,5.7,3.55,3,0,3
11154,0.96,Fair,E,SI2,65.6,58.0,6.11,6.15,4.02,0,6,0
11155,0.56,Very Good,H,SI2,59.5,57.0,5.4,5.43,3.22,3,2,0
11156,1.35,Very Good,E,SI1,62.7,57.0,7.01,7.05,4.41,3,6,2
11157,1.5,Very Good,J,VVS2,62.8,62.0,7.22,7.25,4.54,3,0,5
11158,0.58,Premium,E,VS1,61.8,55.0,5.39,5.35,3.32,1,6,4
11159,0.54,Premium,G,SI1,61.6,58.0,5.26,5.21,3.23,1,3,2
11160,0.32,Premium,E,SI2,59.7,60.0,4.43,4.45,2.65,1,6,0
11161,0.3,Ideal,E,VS2,61.8,57.0,4.34,4.3,2.67,4,6,3
11162,0.61,Ideal,D,VS1,61.9,56.0,5.43,5.45,3.37,4,5,4
11163,0.72,Ideal,D,SI2,61.2,57.0,5.76,5.8,3.54,4,5,0
11164,1.05,Ideal,D,VS1,60.5,57.0,6.61,6.58,3.99,4,5,4
11165,0.32,Ideal,H,VVS1,61.9,55.0,4.37,4.38,2.71,4,2,6
11166,1.75,Premium,H,VS2,61.5,58.0,7.75,7.69,4.75,1,2,3
11167,0.32,Very Good,E,VVS1,60.9,58.0,4.49,4.45,2.72,3,6,6
11168,1.05,Ideal,F,VVS2,62.1,54.0,6.52,6.55,4.06,4,4,5
11169,0.41,Ideal,E,SI1,62.5,57.0,4.79,4.74,2.98,4,6,2
11170,2.04,Very Good,J,SI2,63.4,55.0,8.07,8.04,5.11,3,0,0
11171,0.31,Ideal,H,IF,60.0,57.0,4.41,4.39,2.64,4,2,7
11172,0.51,Very Good,D,VS2,63.1,58.0,5.13,5.08,3.22,3,5,3
11173,1.09,Ideal,F,SI1,61.4,56.0,6.63,6.66,4.08,4,4,2
11174,0.46,Ideal,F,SI2,61.5,54.0,4.98,5.01,3.07,4,4,0
11175,0.9,Very Good,H,VS2,60.0,56.0,6.3,6.34,3.79,3,2,3
11176,0.23,Good,F,VVS2,62.8,61.0,3.92,3.95,2.47,2,4,5
11177,0.58,Ideal,D,SI2,61.7,54.0,5.4,5.43,3.34,4,5,0
11178,1.0,Premium,H,VS1,62.4,58.0,6.43,6.4,4.0,1,2,4
11179,0.23,Very Good,D,VVS1,59.7,58.0,3.97,4.04,2.39,3,5,6
11180,1.01,Premium,E,SI2,62.6,59.0,6.36,6.39,3.99,1,6,0
11181,1.36,Very Good,J,SI2,62.6,58.0,7.0,7.12,4.42,3,0,0
11182,0.51,Very Good,G,SI1,63.4,56.0,5.03,5.1,3.21,3,3,2
11183,1.07,Ideal,J,VS2,61.6,56.3,6.55,6.59,4.04,4,0,3
11184,0.51,Premium,H,SI1,61.9,56.0,5.13,5.12,3.17,1,2,2
11185,0.37,Ideal,J,SI1,61.4,57.0,4.62,4.66,2.85,4,0,2
11186,1.01,Ideal,F,VS1,60.7,57.0,6.52,6.49,3.95,4,4,4
11187,1.01,Premium,F,VS2,62.4,56.0,6.43,6.35,3.99,1,4,3
11188,0.41,Very Good,E,VVS2,61.6,60.0,4.75,4.77,2.93,3,6,5
11189,0.46,Premium,E,VS1,61.7,59.0,4.93,4.96,3.05,1,6,4
11190,1.03,Ideal,H,SI1,62.0,57.0,6.53,6.47,4.03,4,2,2
11191,0.33,Ideal,D,SI2,61.3,56.0,4.45,4.49,2.74,4,5,0
11192,0.52,Ideal,H,VVS1,60.4,57.0,5.23,5.2,3.15,4,2,6
11193,0.33,Ideal,G,VS2,62.3,57.0,4.43,4.4,2.75,4,3,3
11194,0.9,Very Good,G,VS2,62.5,58.0,6.1,6.15,3.83,3,3,3
11195,1.54,Fair,F,SI1,65.8,56.0,7.22,7.18,4.74,0,4,2
11196,0.34,Ideal,G,VVS2,61.6,56.0,4.47,4.49,2.76,4,3,5
11197,0.3,Very Good,I,SI1,61.4,58.0,4.3,4.33,2.65,3,1,2
11198,0.56,Ideal,I,VS2,62.1,54.0,5.3,5.33,3.3,4,1,3
11199,0.36,Good,D,SI1,63.1,55.0,4.54,4.59,2.88,2,5,2
11200,0.9,Very Good,H,SI2,62.0,58.0,6.11,6.12,3.79,3,2,0
11201,0.23,Very Good,D,VVS2,59.6,61.0,3.99,4.03,2.39,3,5,5
11202,0.4,Ideal,D,VS2,61.3,56.0,4.79,4.74,2.92,4,5,3
11203,0.41,Premium,D,SI2,62.3,58.0,4.77,4.74,2.96,1,5,0
11204,0.9,Premium,D,SI2,59.8,61.0,6.21,6.17,3.7,1,5,0
11205,0.57,Ideal,D,VS2,60.3,57.0,5.42,5.4,3.26,4,5,3
11206,1.31,Premium,I,SI2,63.0,58.0,6.97,6.93,4.38,1,1,0
11207,1.31,Premium,J,VS2,62.0,59.0,7.04,6.97,4.34,1,0,3
11208,0.31,Ideal,F,VVS1,61.0,57.0,4.38,4.39,2.67,4,4,6
11209,1.35,Very Good,J,SI1,61.1,61.0,7.1,7.13,4.35,3,0,2
11210,0.33,Premium,E,SI1,59.1,58.0,4.56,4.51,2.68,1,6,2
11211,2.37,Ideal,H,SI2,62.1,55.0,8.52,8.54,5.3,4,2,0
11212,1.2,Very Good,I,SI1,63.3,57.0,6.7,6.66,4.23,3,1,2
11213,1.0,Premium,G,SI2,62.2,59.0,6.39,6.35,3.96,1,3,0
11214,1.57,Ideal,I,VS2,62.8,57.0,7.46,7.37,4.66,4,1,3
11215,0.57,Ideal,E,VVS2,60.6,56.2,5.36,5.4,3.26,4,6,5
11216,0.3,Ideal,E,VS2,61.5,55.0,4.34,4.31,2.66,4,6,3
11217,1.01,Premium,G,SI1,60.0,59.0,6.51,6.47,3.89,1,3,2
11218,0.3,Premium,G,VVS2,62.7,56.0,4.31,4.24,2.68,1,3,5
11219,1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,3,3,5
11220,0.61,Very Good,D,VVS2,59.6,57.0,5.56,5.58,3.32,3,5,5
11221,1.0,Very Good,E,SI1,63.4,58.0,6.29,6.26,3.98,3,6,2
11222,0.34,Premium,G,IF,62.3,59.0,4.46,4.49,2.79,1,3,7
11223,0.32,Very Good,F,VS2,62.8,57.0,4.33,4.36,2.73,3,4,3
11224,1.35,Ideal,J,VS2,61.8,54.0,7.1,7.14,4.4,4,0,3
11225,1.0,Very Good,E,SI1,59.2,59.0,6.49,6.55,3.86,3,6,2
11226,1.04,Ideal,G,VS1,61.7,57.0,6.47,6.53,4.01,4,3,4
11227,0.46,Very Good,G,VS2,61.3,56.0,4.98,5.0,3.06,3,3,3
11228,1.24,Ideal,J,VS2,62.3,56.0,6.84,6.91,4.28,4,0,3
11229,0.9,Good,F,SI1,63.6,59.0,6.12,6.07,3.88,2,4,2
11230,0.46,Ideal,E,VVS1,62.6,57.0,4.89,4.98,3.09,4,6,6
11231,0.58,Ideal,H,SI1,60.9,57.0,5.38,5.33,3.26,4,2,2
11232,1.58,Very Good,F,SI2,63.2,57.0,7.43,7.38,4.68,3,4,0
11233,0.41,Very Good,E,VVS1,60.0,61.0,4.78,4.86,2.89,3,6,6
11234,0.44,Premium,H,SI2,59.3,60.0,5.01,4.98,2.96,1,2,0
11235,0.9,Ideal,E,SI1,61.1,56.0,6.21,6.23,3.8,4,6,2
11236,0.74,Ideal,D,SI2,62.2,57.0,5.78,5.82,3.61,4,5,0
11237,0.53,Very Good,F,VS2,62.7,57.0,5.1,5.14,3.21,3,4,3
11238,1.54,Ideal,I,VS1,61.5,56.0,7.42,7.47,4.58,4,1,4
11239,1.01,Ideal,I,VS1,61.1,54.0,6.46,6.48,3.95,4,1,4
11240,0.31,Ideal,I,VS1,61.9,53.9,4.35,4.38,2.7,4,1,4
11241,0.9,Good,F,VS2,64.3,57.0,6.07,6.09,3.91,2,4,3
11242,1.21,Fair,J,SI1,65.0,59.0,6.64,6.57,4.29,0,0,2
11243,1.0,Very Good,F,VS2,62.7,56.0,6.29,6.34,3.96,3,4,3
11244,0.3,Ideal,F,VVS2,62.1,57.0,4.27,4.29,2.66,4,4,5
11245,0.6,Premium,H,SI1,62.0,56.0,5.44,5.4,3.36,1,2,2
11246,0.84,Ideal,G,VS2,62.0,55.0,6.07,6.09,3.77,4,3,3
11247,1.55,Ideal,J,SI1,61.7,54.0,7.47,7.5,4.62,4,0,2
11248,0.51,Premium,F,SI1,59.4,60.0,5.21,5.19,3.09,1,4,2
11249,1.5,Ideal,I,VS2,62.6,57.0,7.31,7.26,4.56,4,1,3
11250,0.33,Ideal,H,SI1,60.6,56.0,4.46,4.49,2.72,4,2,2
11251,1.5,Premium,D,SI2,59.6,59.0,7.54,7.46,4.47,1,5,0
11252,1.5,Premium,E,VS1,60.3,60.0,7.34,7.43,4.45,1,6,4
11253,1.22,Very Good,F,SI1,63.1,58.0,6.8,6.74,4.27,3,4,2
11254,0.29,Premium,I,VS2,62.4,58.0,4.2,4.23,2.63,1,1,3
11255,0.41,Ideal,J,VS1,62.1,56.0,4.79,4.75,2.96,4,0,4
11256,1.62,Very Good,H,VS2,62.6,58.0,7.57,7.45,4.7,3,2,3
11257,0.39,Ideal,H,SI2,61.5,57.0,4.66,4.7,2.88,4,2,0
11258,0.41,Ideal,F,VS2,62.7,56.0,4.78,4.72,2.98,4,4,3
11259,1.51,Ideal,J,VS1,61.9,58.0,7.28,7.33,4.52,4,0,4
11260,1.05,Premium,E,SI2,61.5,59.0,6.52,6.58,4.03,1,6,0
11261,2.01,Good,J,SI1,59.6,61.0,8.08,8.14,4.83,2,0,2
11262,1.5,Good,H,SI1,60.8,60.0,7.28,7.38,4.46,2,2,2
11263,1.01,Ideal,D,SI2,62.5,57.0,6.39,6.35,3.98,4,5,0
11264,1.55,Premium,G,SI1,59.8,59.0,7.47,7.45,4.46,1,3,2
11265,0.62,Premium,G,VS1,62.9,58.0,5.41,5.37,3.39,1,3,4
11266,0.39,Ideal,I,VS2,62.9,57.0,4.68,4.64,2.93,4,1,3
11267,1.5,Premium,H,SI2,62.3,60.0,7.22,7.3,4.52,1,2,0
11268,1.5,Ideal,I,I1,61.8,57.0,7.39,7.31,4.54,4,1,1
11269,0.51,Ideal,E,VS2,61.9,56.0,5.12,5.16,3.18,4,6,3
11270,1.7,Ideal,G,VVS1,61.0,56.0,7.67,7.62,4.66,4,3,6
11271,1.02,Very Good,J,SI1,62.5,58.0,6.37,6.43,4.0,3,0,2
11272,1.32,Ideal,G,VS1,62.6,56.0,7.05,7.0,4.4,4,3,4
11273,1.0,Premium,I,SI2,61.6,59.0,6.34,6.41,3.93,1,1,0
11274,0.32,Ideal,I,VS2,62.5,55.0,4.39,4.38,2.74,4,1,3
11275,0.51,Ideal,G,VVS2,61.2,55.0,5.15,5.18,3.16,4,3,5
11276,0.31,Ideal,G,VVS2,62.4,56.0,4.31,4.35,2.7,4,3,5
11277,1.01,Very Good,F,SI2,61.8,56.0,6.43,6.38,3.96,3,4,0
11278,1.0,Very Good,F,VS2,63.2,59.0,6.35,6.3,4.0,3,4,3
11279,2.14,Premium,J,SI2,61.5,59.0,8.25,8.3,5.11,1,0,0
11280,0.38,Ideal,F,VVS2,60.8,58.0,4.69,4.72,2.86,4,4,5
11281,0.29,Premium,F,SI1,62.4,58.0,4.24,4.26,2.65,1,4,2
11282,0.32,Ideal,E,VS2,62.1,55.0,4.42,4.4,2.74,4,6,3
